Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
takeScreenshot(),Edge Chromium 122,,,04-03-2024 11:44:09,04-03-2024 11:44:09,0.375s,PASSED
closeBrowser(),Edge Chromium 122,,,04-03-2024 11:44:09,04-03-2024 11:44:09,0.411s,PASSED
,,,,,,,
Test Cases/Negative/TC1_Negative_Hitung_Properti,Edge Chromium 122,,,04-03-2024 11:44:09,04-03-2024 11:44:27,17.132s,PASSED
"openBrowser("""")",Edge Chromium 122,Membuka Website Properti BTN,,04-03-2024 11:44:09,04-03-2024 11:44:11,1.064s,PASSED
navigateToUrl(UrlHitungProperti),Edge Chromium 122,,,04-03-2024 11:44:11,04-03-2024 11:44:18,7.870s,PASSED
maximizeWindow(),Edge Chromium 122,,,04-03-2024 11:44:18,04-03-2024 11:44:19,0.147s,PASSED
takeScreenshot(),Edge Chromium 122,,,04-03-2024 11:44:19,04-03-2024 11:44:19,0.365s,PASSED
"if (Penghasilan != """")",Edge Chromium 122,Input Nilai Pemasukan,,04-03-2024 11:44:19,04-03-2024 11:44:20,0.835s,PASSED
takeScreenshot(),Edge Chromium 122,,,04-03-2024 11:44:20,04-03-2024 11:44:20,0.604s,PASSED
"if (Pengeluaran != """")",Edge Chromium 122,Input Nilai Pengeluaran,,04-03-2024 11:44:20,04-03-2024 11:44:21,1.027s,PASSED
takeScreenshot(),Edge Chromium 122,,,04-03-2024 11:44:21,04-03-2024 11:44:22,0.543s,PASSED
"if (Jangka_Waktu != """")",Edge Chromium 122,Pilih Jangka Waktu,,04-03-2024 11:44:22,04-03-2024 11:44:24,1.804s,PASSED
"scrollToElement(findTestObject(""OR_Perhitungan_Properti _BTN/Title_page""), 2)",Edge Chromium 122,"Verifikasi Pesan error Input Pengeluaran ""Isi kurang dari nilai sebelumnya"" & Disable tombol hitung, melanjutkan proses hitung harga",,04-03-2024 11:44:24,04-03-2024 11:44:24,0.324s,PASSED
"verifyTextPresent(""Isi kurang dari nilai sebelumnya"", false)",Edge Chromium 122,,,04-03-2024 11:44:24,04-03-2024 11:44:25,0.857s,PASSED
"verifyElementHasAttribute(findTestObject(""OR_Perhitungan_Properti _BTN/button_Hitung""), ""disabled"", 5)",Edge Chromium 122,,,04-03-2024 11:44:25,04-03-2024 11:44:26,0.917s,PASSED
takeScreenshot(),Edge Chromium 122,,,04-03-2024 11:44:26,04-03-2024 11:44:26,0.383s,PASSED
closeBrowser(),Edge Chromium 122,,,04-03-2024 11:44:26,04-03-2024 11:44:27,0.351s,PASSED
,,,,,,,
Test Cases/Negative/TC1_Negative_Hitung_Properti,Edge Chromium 122,,,04-03-2024 11:44:27,04-03-2024 11:44:44,16.884s,PASSED
"openBrowser("""")",Edge Chromium 122,Membuka Website Properti BTN,,04-03-2024 11:44:27,04-03-2024 11:44:28,1.151s,PASSED
navigateToUrl(UrlHitungProperti),Edge Chromium 122,,,04-03-2024 11:44:28,04-03-2024 11:44:35,7.560s,PASSED
maximizeWindow(),Edge Chromium 122,,,04-03-2024 11:44:35,04-03-2024 11:44:36,0.143s,PASSED
takeScreenshot(),Edge Chromium 122,,,04-03-2024 11:44:36,04-03-2024 11:44:36,0.390s,PASSED
"if (Penghasilan != """")",Edge Chromium 122,Input Nilai Pemasukan,,04-03-2024 11:44:36,04-03-2024 11:44:37,0.824s,PASSED
takeScreenshot(),Edge Chromium 122,,,04-03-2024 11:44:37,04-03-2024 11:44:37,0.501s,PASSED
"if (Pengeluaran != """")",Edge Chromium 122,Input Nilai Pengeluaran,,04-03-2024 11:44:37,04-03-2024 11:44:38,0.757s,PASSED
takeScreenshot(),Edge Chromium 122,,,04-03-2024 11:44:38,04-03-2024 11:44:39,0.605s,PASSED
"if (Jangka_Waktu != """")",Edge Chromium 122,Pilih Jangka Waktu,,04-03-2024 11:44:39,04-03-2024 11:44:41,2.283s,PASSED
"scrollToElement(findTestObject(""OR_Perhitungan_Properti _BTN/Title_page""), 2)",Edge Chromium 122,"Verifikasi Pesan error Input Pengeluaran ""Isi kurang dari nilai sebelumnya"" & Disable tombol hitung, melanjutkan proses hitung harga",,04-03-2024 11:44:41,04-03-2024 11:44:41,0.317s,PASSED
"verifyTextPresent(""Isi kurang dari nilai sebelumnya"", false)",Edge Chromium 122,,,04-03-2024 11:44:41,04-03-2024 11:44:42,1.232s,PASSED
"verifyElementHasAttribute(findTestObject(""OR_Perhitungan_Properti _BTN/button_Hitung""), ""disabled"", 5)",Edge Chromium 122,,,04-03-2024 11:44:42,04-03-2024 11:44:43,0.324s,PASSED
takeScreenshot(),Edge Chromium 122,,,04-03-2024 11:44:43,04-03-2024 11:44:43,0.359s,PASSED
closeBrowser(),Edge Chromium 122,,,04-03-2024 11:44:43,04-03-2024 11:44:44,0.408s,PASSED
